Date,Region,thermal_actual,thermal_est,nuclear_actual,nuclear_est,hydro_actual,hydro_est
2019-08-08,NorthEastern,30.23,37.85,nan,nan,30.44,22.98
2019-08-09,Northern,667.25,614.76,26.88,30.35,341.97,290.59
2019-08-09,Western,1165.45,1031.21,37.08,42.61,42.17,58.04
2019-08-09,Southern,532.19,390.74,67.16,54.91,96.14,108.36
2019-08-09,Eastern,496.96,388.32,nan,nan,90.02,75.26
2019-08-09,NorthEastern,30.23,34.37,nan,nan,30.44,25.27
2019-08-10,Northern,667.25,610.9,26.88,30.34,341.97,352.11
2019-08-10,Western,1170.78,975.47,37.08,44.07,42.17,76.89
2019-08-10,Southern,516.35,389.44,67.16,55.0,96.14,113.93
2019-08-10,Eastern,496.96,389.96,nan,nan,90.02,63.21
2019-08-10,NorthEastern,30.23,36.51,nan,nan,30.44,24.16
2019-08-11,Northern,679.25,618.1,26.88,29.99,341.97,350.41
2019-08-11,Western,1183.14,1009.61,37.08,44.26,42.17,73.74
2019-08-11,Southern,516.35,403.94,67.16,54.28,96.14,127.9
2019-08-11,Eastern,499.72,405.82,nan,nan,90.02,83.98
2019-08-11,NorthEastern,30.23,36.76,nan,nan,30.44,22.8
2019-08-12,Northern,679.25,672.41,26.88,30.41,341.97,355.51
2019-08-12,Western,1183.14,1082.97,37.08,44.47,42.17,92.4
2019-08-12,Southern,516.35,449.14,67.16,55.51,96.14,133.22
2019-08-12,Eastern,496.9,437.17,nan,nan,90.02,81.31
2019-08-12,NorthEastern,30.23,35.52,nan,nan,30.44,21.23
2019-08-13,Northern,679.25,649.15,26.88,30.19,341.97,353.77
2019-08-13,Western,1180.06,1091.41,37.08,44.29,42.17,103.44
2019-08-13,Southern,511.02,435.43,67.16,55.5,96.14,130.81
2019-08-13,Eastern,495.65,429.1,nan,nan,90.02,75.41
2019-08-13,NorthEastern,30.23,34.65,nan,nan,30.44,21.31
2019-08-14,Northern,684.14,623.24,26.88,29.5,341.97,352.37
2019-08-14,Western,1185.93,1058.94,37.08,44.28,42.17,104.82
2019-08-14,Southern,519.52,437.83,67.16,57.28,96.14,132.33
2019-08-14,Eastern,495.65,409.09,nan,nan,90.02,80.16
2019-08-14,NorthEastern,30.23,35.09,nan,nan,30.44,20.84
2019-08-15,Northern,696.09,542.09,26.88,30.28,341.97,355.57
2019-08-15,Western,1174.72,929.15,37.08,43.75,42.17,99.76
2019-08-15,Southern,523.93,402.56,67.16,61.36,96.14,119.9
2019-08-15,Eastern,496.0,360.93,nan,nan,90.02,84.87
2019-08-15,NorthEastern,30.23,30.14,nan,nan,30.44,23.52
2019-08-16,Northern,684.49,545.76,26.88,30.47,341.97,363.83
2019-08-16,Western,1153.12,955.59,37.08,44.27,42.17,104.92
2019-08-16,Southern,528.43,453.16,67.16,59.85,96.14,124.29
2019-08-16,Eastern,492.04,389.61,nan,nan,90.02,87.26
2019-08-16,NorthEastern,30.23,27.33,nan,nan,30.44,23.19
2019-08-17,Northern,684.49,491.18,26.88,30.67,341.97,352.24
2019-08-17,Western,1153.12,1007.51,37.08,44.22,42.17,102.49
2019-08-17,Southern,528.43,462.5,67.16,56.38,96.14,138.6
2019-08-17,Eastern,488.04,386.88,nan,nan,90.02,87.03
2019-08-17,NorthEastern,30.23,28.98,nan,nan,30.44,23.06
2019-08-18,Northern,684.49,439.63,26.88,34.33,341.97,288.49
2019-08-18,Western,1153.12,1039.58,37.08,44.24,42.17,95.36
2019-08-18,Southern,536.91,478.0,67.16,56.72,96.14,133.94
2019-08-18,Eastern,488.04,377.75,nan,nan,90.02,88.46
2019-08-18,NorthEastern,30.23,30.22,nan,nan,30.44,20.34
2019-08-19,Northern,678.78,499.7,26.88,34.58,341.97,296.92
2019-08-19,Western,1153.12,1104.1,37.08,44.25,42.17,93.6
2019-08-19,Southern,544.45,517.88,67.16,56.5,96.14,144.87
2019-08-19,Eastern,488.04,411.18,nan,nan,90.02,85.62
2019-08-19,NorthEastern,30.23,29.92,nan,nan,30.44,20.62
2019-08-20,Northern,675.83,554.04,26.88,34.41,341.97,348.41
2019-08-20,Western,1162.24,1118.44,37.08,44.29,42.17,109.17
2019-08-20,Southern,551.53,524.46,67.16,56.47,96.14,143.99
2019-08-20,Eastern,491.62,404.51,nan,nan,90.02,95.71
2019-08-20,NorthEastern,30.23,31.34,nan,nan,30.44,20.23
2019-08-21,Northern,675.83,580.7,26.88,34.51,341.97,360.49
2019-08-21,Western,1164.87,1092.07,37.08,44.33,42.17,106.1
2019-08-21,Southern,547.88,511.17,67.16,55.38,96.14,137.94
2019-08-21,Eastern,488.2,408.59,nan,nan,90.02,86.93
2019-08-21,NorthEastern,30.5,31.76,nan,nan,30.44,19.37
2019-08-22,Northern,677.96,600.65,26.88,34.8,341.97,356.75
2019-08-22,Western,1173.07,1115.72,37.08,44.24,42.17,100.24
2019-08-22,Southern,547.88,500.73,67.16,55.99,96.14,129.22
2019-08-22,Eastern,488.2,410.05,nan,nan,90.02,87.97
2019-08-22,NorthEastern,30.5,30.53,nan,nan,30.44,18.73
2019-08-23,Northern,677.96,650.49,26.88,34.93,341.97,363.08
2019-08-23,Western,1188.18,1151.47,37.08,44.23,42.17,95.7
2019-08-23,Southern,544.11,465.88,67.16,56.23,96.14,122.16
2019-08-23,Eastern,488.2,389.63,nan,nan,90.02,92.03
2019-08-23,NorthEastern,30.5,26.22,nan,nan,30.44,19.78
2019-08-24,Northern,675.31,637.26,26.88,34.78,341.97,356.36
2019-08-24,Western,1188.18,1083.39,37.08,44.33,42.17,92.34
2019-08-24,Southern,544.11,439.86,67.16,56.42,96.14,115.26
2019-08-24,Eastern,496.46,387.42,nan,nan,90.02,100.73
2019-08-24,NorthEastern,30.5,27.17,nan,nan,30.44,21.15
2019-08-25,Northern,675.31,628.69,26.88,34.7,341.97,298.57
2019-08-25,Western,1182.35,1040.63,37.08,44.46,42.17,89.54
2019-08-25,Southern,554.68,453.49,67.16,56.26,96.14,73.91
2019-08-25,Eastern,496.46,398.47,nan,nan,90.02,102.63
2019-08-25,NorthEastern,30.5,28.92,nan,nan,30.44,18.14
2019-08-26,Northern,675.31,638.15,26.88,34.64,341.97,359.4
2019-08-26,Western,1194.27,1085.65,37.08,44.44,42.17,94.03
2019-08-26,Southern,565.41,484.29,67.16,55.74,96.14,88.51
2019-08-26,Eastern,496.46,415.87,nan,nan,90.02,99.6
2019-08-26,NorthEastern,30.5,30.02,nan,nan,30.44,18.72
2019-08-27,Northern,677.96,694.63,26.88,34.55,341.97,367.38
2019-08-27,Western,1195.67,1093.26,37.08,44.16,42.17,100.41
2019-08-27,Southern,565.41,528.02,67.16,56.21,96.14,106.82
2019-08-27,Eastern,492.31,426.29,nan,nan,90.02,104.53
2019-08-27,NorthEastern,30.5,32.14,nan,nan,30.44,17.59
2019-08-28,Northern,677.96,743.75,26.88,34.56,341.97,370.53
2019-08-28,Western,1195.67,1136.9,37.08,44.31,42.17,114.75
2019-08-28,Southern,568.41,555.73,67.16,56.34,96.14,111.57
2019-08-28,Eastern,496.98,427.13,nan,nan,90.02,100.68
2019-08-28,NorthEastern,30.5,29.47,nan,nan,30.44,18.15
2019-08-29,Northern,677.96,751.45,26.88,34.55,341.97,369.87
2019-08-29,Western,1180.56,1163.62,37.08,44.37,42.17,111.56
2019-08-29,Southern,572.08,570.22,67.16,55.69,96.14,102.64
2019-08-29,Eastern,496.98,430.44,nan,nan,90.02,104.85
2019-08-29,NorthEastern,34.83,33.08,nan,nan,30.44,17.51
2019-08-30,Northern,677.96,740.35,26.88,34.57,341.97,363.77
2019-08-30,Western,1174.25,1148.12,37.08,44.34,42.17,95.92
2019-08-30,Southern,572.08,565.15,67.16,57.02,96.14,88.64
2019-08-30,Eastern,496.98,445.33,nan,nan,90.02,103.99
2019-08-30,NorthEastern,34.83,32.57,nan,nan,30.44,17.17
2019-08-31,Northern,677.96,739.96,26.88,34.48,341.97,357.8
2019-08-31,Western,1194.25,1132.88,37.08,44.35,42.17,99.25
2019-08-31,Southern,589.08,527.59,67.16,57.19,96.14,86.16
2019-08-31,Eastern,496.98,475.44,nan,nan,90.02,99.5
2019-08-31,NorthEastern,34.83,28.34,nan,nan,30.44,16.77
2019-09-01,Northern,696.56,670.26,27.0,34.59,257.05,358.8
2019-09-01,Western,1222.95,1036.08,37.14,44.44,45.76,97.77
2019-09-01,Southern,579.38,485.33,46.83,57.11,100.04,83.1
2019-09-01,Eastern,510.82,453.61,nan,nan,86.01,100.03
2019-09-01,NorthEastern,34.45,24.82,nan,nan,33.99,15.15
2019-09-02,Northern,696.56,656.03,27.0,34.49,257.05,354.5
2019-09-02,Western,1222.95,1061.5,37.14,44.47,45.76,102.94
2019-09-02,Southern,579.38,465.71,46.83,57.07,100.04,87.67
2019-09-02,Eastern,510.82,464.04,nan,nan,86.01,95.01
2019-09-02,NorthEastern,34.45,22.47,nan,nan,33.99,15.78
2019-09-03,Northern,693.92,673.06,27.0,34.43,257.05,362.66
2019-09-03,Western,1222.95,1072.51,37.14,44.35,45.76,102.27
2019-09-03,Southern,579.38,473.66,46.83,56.98,100.04,98.91
2019-09-03,Eastern,500.22,477.75,nan,nan,86.01,92.62
2019-09-03,NorthEastern,34.45,29.79,nan,nan,33.99,14.24
2019-09-04,Northern,693.92,653.32,27.0,34.5,257.05,362.28
2019-09-04,Western,1222.95,1077.45,37.14,44.33,45.76,104.3
2019-09-04,Southern,579.38,460.83,46.83,56.91,100.04,110.73
2019-09-04,Eastern,500.22,484.3,nan,nan,86.01,92.66
2019-09-04,NorthEastern,34.45,26.21,nan,nan,33.99,17.48
2019-09-05,Northern,693.92,641.19,27.0,34.2,257.05,361.51
2019-09-05,Western,1234.83,1050.9,37.14,42.41,45.76,98.4
2019-09-05,Southern,579.38,453.2,46.83,56.82,100.04,126.41
2019-09-05,Eastern,500.22,483.51,nan,nan,86.01,95.16
2019-09-05,NorthEastern,35.03,29.05,nan,nan,33.99,17.55
2019-09-06,Northern,706.96,635.47,27.0,34.26,257.05,372.66
2019-09-06,Western,1234.83,1050.72,37.14,42.51,45.76,110.59
2019-09-06,Southern,579.38,440.07,46.83,56.52,100.04,150.77
2019-09-06,Eastern,500.22,484.18,nan,nan,86.01,89.14
2019-09-06,NorthEastern,35.03,27.56,nan,nan,33.99,19.17
2019-09-07,Northern,706.96,640.36,27.0,34.61,257.05,373.75
2019-09-07,Western,1227.21,1049.24,37.14,43.84,45.76,119.29
2019-09-07,Southern,583.38,417.92,46.83,56.97,100.04,159.16
2019-09-07,Eastern,500.22,467.25,nan,nan,86.01,90.46
2019-09-07,NorthEastern,35.03,27.98,nan,nan,33.99,21.78
2019-09-08,Northern,706.96,615.75,27.0,34.64,257.05,369.13
2019-09-08,Western,1227.21,997.93,37.14,44.1,45.76,117.19
2019-09-08,Southern,583.38,407.23,46.83,58.89,100.04,148.63
2019-09-08,Eastern,500.22,435.81,nan,nan,86.01,95.1
2019-09-08,NorthEastern,35.51,28.44,nan,nan,33.99,18.83
2019-09-09,Northern,710.14,664.57,27.0,34.49,257.05,362.96
2019-09-09,Western,1230.76,1039.11,37.14,44.14,45.76,112.1
2019-09-09,Southern,583.38,429.72,46.83,61.64,100.04,171.99
2019-09-09,Eastern,500.87,452.97,nan,nan,86.01,101.54
2019-09-09,NorthEastern,35.51,29.52,nan,nan,33.99,18.3
2019-09-10,Northern,710.14,713.87,27.0,34.41,257.05,366.14
2019-09-10,Western,1231.81,1061.4,37.14,44.27,45.76,107.01
2019-09-10,Southern,583.38,468.27,46.83,61.53,100.04,174.72
2019-09-10,Eastern,500.87,466.78,nan,nan,86.01,103.28
2019-09-10,NorthEastern,35.51,28.85,nan,nan,33.99,22.61
2019-09-11,Northern,709.58,717.84,27.0,34.36,257.05,355.04
2019-09-11,Western,1231.21,1061.43,37.14,44.34,45.76,104.5
2019-09-11,Southern,583.38,497.43,46.83,61.47,100.04,166.3
2019-09-11,Eastern,500.87,465.61,nan,nan,86.01,105.58
2019-09-11,NorthEastern,35.51,28.8,nan,nan,33.99,21.89
2019-09-12,Northern,709.58,728.94,27.0,34.55,257.05,352.61
2019-09-12,Western,1231.21,999.72,37.14,44.23,45.76,99.2
2019-09-12,Southern,588.27,485.8,46.83,61.49,100.04,165.48
2019-09-12,Eastern,500.87,437.6,nan,nan,86.01,102.69
2019-09-12,NorthEastern,35.51,23.9,nan,nan,33.99,26.15
2019-09-13,Northern,712.8,708.41,27.0,34.51,257.05,342.76
2019-09-13,Western,1231.21,994.25,37.14,43.56,45.76,104.71
2019-09-13,Southern,588.27,488.74,46.83,62.31,100.04,166.59
2019-09-13,Eastern,500.87,418.06,nan,nan,86.01,103.72
2019-09-13,NorthEastern,35.51,24.8,nan,nan,33.99,22.81
2019-09-14,Northern,712.8,713.19,27.0,34.7,257.05,331.54
2019-09-14,Western,1243.09,1003.35,37.14,42.38,45.76,102.76
2019-09-14,Southern,588.27,486.2,46.83,61.4,100.04,165.91
2019-09-14,Eastern,500.87,441.02,nan,nan,86.01,101.91
2019-09-14,NorthEastern,35.51,31.08,nan,nan,33.99,22.79
2019-09-15,Northern,712.8,677.75,27.0,34.77,257.05,323.43
2019-09-15,Western,1241.5,969.46,37.14,41.28,45.76,111.89
2019-09-15,Southern,588.27,478.16,46.83,60.7,100.04,159.36
2019-09-15,Eastern,495.87,427.4,nan,nan,86.01,104.93
2019-09-15,NorthEastern,34.94,36.16,nan,nan,33.99,22.51
2019-09-16,Northern,703.0,668.07,27.0,33.57,257.05,327.29
2019-09-16,Western,1267.42,1005.03,37.14,41.0,45.76,123.87
2019-09-16,Southern,592.0,496.4,46.83,61.7,100.04,165.82
2019-09-16,Eastern,495.87,449.87,nan,nan,86.01,100.77
2019-09-16,NorthEastern,34.94,36.73,nan,nan,33.99,27.52
2019-09-17,Northern,703.0,665.46,27.0,33.6,257.05,322.85
2019-09-17,Western,1267.42,1073.4,37.14,32.25,45.76,114.8
2019-09-17,Southern,592.0,500.24,46.83,62.47,100.04,147.87
2019-09-17,Eastern,495.87,450.47,nan,nan,86.01,91.09
2019-09-17,NorthEastern,34.94,36.57,nan,nan,33.99,26.91
2019-09-18,Northern,703.0,694.28,27.0,33.71,257.05,305.45
2019-09-18,Western,1267.42,1086.83,37.14,14.32,45.76,115.6
2019-09-18,Southern,592.0,459.78,46.83,61.53,100.04,152.58
2019-09-18,Eastern,495.87,443.45,nan,nan,86.01,82.66
2019-09-18,NorthEastern,34.94,38.97,nan,nan,33.99,26.01
2019-09-19,Northern,703.0,671.52,27.0,33.83,257.05,296.65
2019-09-19,Western,1269.92,1066.08,37.14,27.3,45.76,123.45
2019-09-19,Southern,592.0,484.07,46.83,61.45,100.04,151.28
2019-09-19,Eastern,495.87,454.44,nan,nan,86.01,96.58
2019-09-19,NorthEastern,34.94,40.09,nan,nan,33.99,22.61
2019-09-20,Northern,703.0,676.92,27.0,34.89,257.05,290.7
2019-09-20,Western,1287.65,1097.65,37.14,29.26,45.76,114.52
2019-09-20,Southern,587.84,495.43,46.83,62.4,100.04,152.57
2019-09-20,Eastern,495.87,464.31,nan,nan,86.01,98.55
2019-09-20,NorthEastern,34.94,39.72,nan,nan,33.99,18.93
2019-09-21,Northern,704.9,671.51,27.0,34.91,257.05,287.89
2019-09-21,Western,1290.95,1096.93,37.14,38.59,45.76,111.26
2019-09-21,Southern,603.84,511.45,46.83,62.08,100.04,151.89
2019-09-21,Eastern,504.67,469.18,nan,nan,86.01,90.79
2019-09-21,NorthEastern,34.94,39.49,nan,nan,33.99,20.27
2019-09-22,Northern,704.9,598.13,27.0,35.1,257.05,268.6
2019-09-22,Western,1299.62,1008.97,37.14,40.06,45.76,117.01
2019-09-22,Southern,607.95,495.47,46.83,62.17,100.04,151.48
2019-09-22,Eastern,509.67,448.99,nan,nan,86.01,89.36
2019-09-22,NorthEastern,34.94,37.87,nan,nan,33.99,19.93
2019-09-23,Northern,704.9,613.6,27.0,35.01,257.05,251.66
2019-09-23,Western,1299.62,1082.19,37.14,41.31,45.76,117.55
2019-09-23,Southern,607.95,545.73,46.83,62.16,100.04,153.02
2019-09-23,Eastern,509.67,465.57,nan,nan,86.01,89.22
2019-09-23,NorthEastern,34.94,33.49,nan,nan,33.99,23.53
2019-09-24,Northern,704.9,627.61,27.0,34.94,257.05,249.15
2019-09-24,Western,1299.62,1093.56,37.14,43.1,45.76,121.43
2019-09-24,Southern,613.09,541.64,46.83,61.0,100.04,144.62
2019-09-24,Eastern,509.67,431.02,nan,nan,86.01,92.88
2019-09-24,NorthEastern,34.94,32.67,nan,nan,33.99,26.69
2019-09-25,Northern,701.82,619.45,27.0,34.75,257.05,266.73
2019-09-25,Western,1299.62,1058.62,37.14,43.41,45.76,127.57
2019-09-25,Southern,613.09,504.92,46.83,61.13,100.04,149.71
2019-09-25,Eastern,509.67,403.27,nan,nan,86.01,69.53
2019-09-25,NorthEastern,34.94,31.73,nan,nan,33.99,28.6
2019-09-26,Northern,701.82,559.6,27.0,34.8,257.05,271.9
2019-09-26,Western,1305.42,1059.87,37.14,42.31,45.76,111.25
2019-09-26,Southern,613.09,479.47,46.83,61.24,100.04,142.43
2019-09-26,Eastern,513.67,391.97,nan,nan,86.01,73.8
2019-09-26,NorthEastern,34.94,32.05,nan,nan,33.99,27.21
2019-09-27,Northern,701.82,500.75,27.0,34.71,257.05,283.06
2019-09-27,Western,1305.42,1060.02,37.14,41.86,45.76,110.52
2019-09-27,Southern,618.34,451.77,46.83,61.24,100.04,149.97
2019-09-27,Eastern,513.67,388.32,nan,nan,86.01,84.17
2019-09-27,NorthEastern,34.94,33.13,nan,nan,33.99,25.83
2019-09-28,Northern,701.82,449.11,27.0,29.45,257.05,274.59
2019-09-28,Western,1305.42,1023.17,37.14,43.61,45.76,100.39
2019-09-28,Southern,618.34,441.12,46.83,61.14,100.04,162.27
2019-09-28,Eastern,524.27,371.31,nan,nan,86.01,82.22
2019-09-28,NorthEastern,34.94,34.76,nan,nan,33.99,23.2
2019-09-29,Northern,701.82,402.14,27.0,29.65,257.05,268.23
2019-09-29,Western,1305.42,928.0,37.14,44.12,45.76,101.47
2019-09-29,Southern,618.34,417.23,46.83,61.05,100.04,147.96
2019-09-29,Eastern,526.57,329.95,nan,nan,86.01,77.81
2019-09-29,NorthEastern,34.94,34.3,nan,nan,33.99,24.01
2019-09-30,Northern,701.82,428.04,27.0,29.5,257.05,274.19
2019-09-30,Western,1313.42,988.81,37.14,44.15,45.76,92.78
2019-09-30,Southern,618.34,455.57,46.83,61.05,100.04,163.95
2019-09-30,Eastern,526.57,328.27,nan,nan,86.01,88.67
2019-09-30,NorthEastern,34.94,34.48,nan,nan,33.99,22.81
2019-10-01,Northern,702.29,485.81,30.72,29.54,157.27,256.33
2019-10-01,Western,1332.38,1011.09,34.02,43.3,34.47,107.53
2019-10-01,Southern,597.09,466.95,46.77,60.86,84.88,158.79
2019-10-01,Eastern,530.46,345.83,nan,nan,64.81,90.19
2019-10-01,NorthEastern,34.89,34.44,nan,nan,26.91,23.58
2019-10-02,Northern,705.36,480.29,30.72,30.19,157.27,235.71
2019-10-02,Western,1332.38,992.33,34.02,43.77,34.47,102.53
2019-10-02,Southern,597.09,463.49,46.77,59.97,84.88,155.14
2019-10-02,Eastern,530.46,371.1,nan,nan,64.81,88.38
2019-10-02,NorthEastern,34.89,34.12,nan,nan,26.91,26.67
2019-10-03,Northern,705.36,530.65,30.72,34.18,157.27,216.02
2019-10-03,Western,1332.38,1067.69,34.02,44.04,34.47,105.36
2019-10-03,Southern,597.09,493.35,46.77,56.18,84.88,152.65
2019-10-03,Eastern,530.46,402.84,nan,nan,64.81,95.33
2019-10-03,NorthEastern,34.89,35.6,nan,nan,26.91,23.99
2019-10-04,Northern,705.36,533.05,30.72,34.8,157.27,214.56
2019-10-04,Western,1332.38,1079.78,34.02,44.16,34.47,97.66
2019-10-04,Southern,600.88,514.45,46.77,56.43,84.88,110.43
2019-10-04,Eastern,530.46,433.06,nan,nan,64.81,105.92
2019-10-04,NorthEastern,34.89,40.64,nan,nan,26.91,23.48
2019-10-05,Northern,705.36,555.91,30.72,35.04,157.27,209.96
2019-10-05,Western,1332.38,1092.2,34.02,44.12,34.47,98.86
2019-10-05,Southern,597.38,519.98,46.77,56.08,84.88,96.11
2019-10-05,Eastern,530.46,455.42,nan,nan,64.81,91.02
2019-10-05,NorthEastern,34.89,40.46,nan,nan,26.91,23.05
2019-10-06,Northern,702.58,570.34,30.72,34.97,157.27,206.44
2019-10-06,Western,1343.26,1045.3,34.02,44.06,34.47,95.49
2019-10-06,Southern,597.38,476.13,46.77,60.15,84.88,91.32
2019-10-06,Eastern,530.46,430.3,nan,nan,64.81,82.88
2019-10-06,NorthEastern,34.89,38.96,nan,nan,26.91,23.09
2019-10-07,Northern,702.58,576.76,30.72,35.03,157.27,204.22
2019-10-07,Western,1343.26,1076.27,34.02,44.07,34.47,99.83
2019-10-07,Southern,597.38,458.2,46.77,61.6,84.88,97.37
2019-10-07,Eastern,530.46,416.73,nan,nan,64.81,79.35
2019-10-07,NorthEastern,34.89,36.63,nan,nan,26.91,17.84
2019-10-08,Northern,702.58,545.57,30.72,35.11,157.27,207.69
2019-10-08,Western,1343.26,982.72,34.02,44.06,34.47,97.57
2019-10-08,Southern,597.38,430.65,46.77,61.55,84.88,128.77
2019-10-08,Eastern,530.46,384.79,nan,nan,64.81,78.0
2019-10-08,NorthEastern,34.89,32.73,nan,nan,26.91,17.43
2019-10-09,Northern,702.58,579.08,30.72,35.12,157.27,198.7
2019-10-09,Western,1343.26,1056.87,34.02,43.99,34.47,100.69
2019-10-09,Southern,597.38,456.24,46.77,61.15,84.88,144.59
2019-10-09,Eastern,528.19,388.32,nan,nan,64.81,87.17
2019-10-09,NorthEastern,34.89,32.22,nan,nan,26.91,16.78
2019-10-10,Northern,702.58,611.73,30.72,35.19,157.27,199.06
2019-10-10,Western,1343.26,1108.71,34.02,43.98,34.47,99.67
2019-10-10,Southern,597.38,486.29,46.77,61.1,84.88,155.45
2019-10-10,Eastern,528.19,414.17,nan,nan,64.81,89.64
2019-10-10,NorthEastern,34.89,35.06,nan,nan,26.91,16.21
2019-10-11,Northern,711.55,611.54,30.72,35.25,157.27,185.76
2019-10-11,Western,1343.26,1148.18,34.02,44.14,34.47,88.07
2019-10-11,Southern,605.33,490.32,46.77,61.02,84.88,165.76
2019-10-11,Eastern,528.19,422.06,nan,nan,64.81,89.45
2019-10-11,NorthEastern,34.89,35.6,nan,nan,26.91,15.4
2019-10-12,Northern,711.55,609.08,30.72,35.19,157.27,185.76
2019-10-12,Western,1343.26,1163.14,34.02,44.12,34.47,73.23
2019-10-12,Southern,605.33,493.22,46.77,60.82,84.88,153.82
2019-10-12,Eastern,528.19,437.83,nan,nan,64.81,87.63
2019-10-12,NorthEastern,34.89,34.77,nan,nan,26.91,15.01
2019-10-13,Northern,711.55,581.67,30.72,35.12,157.27,178.42
2019-10-13,Western,1343.26,1128.25,34.02,44.06,34.47,73.55
2019-10-13,Southern,605.33,478.63,46.77,61.75,84.88,134.2
2019-10-13,Eastern,528.19,433.47,nan,nan,64.81,80.06
2019-10-13,NorthEastern,34.89,34.28,nan,nan,26.91,13.54
2019-10-14,Northern,714.33,623.67,30.72,35.17,157.27,172.16
2019-10-14,Western,1343.26,1175.17,34.02,44.06,34.47,89.24
2019-10-14,Southern,605.33,487.01,46.77,58.48,84.88,149.53
2019-10-14,Eastern,528.19,451.03,nan,nan,64.81,79.85
2019-10-14,NorthEastern,34.89,35.0,nan,nan,26.91,13.39
2019-10-15,Northern,711.29,628.74,30.72,35.16,157.27,170.86
2019-10-15,Western,1341.76,1196.52,34.02,44.03,34.47,81.92
2019-10-15,Southern,605.37,509.5,46.77,38.67,84.88,151.38
2019-10-15,Eastern,528.19,464.97,nan,nan,64.81,78.8
2019-10-15,NorthEastern,34.89,32.16,nan,nan,26.91,12.8
2019-10-16,Northern,711.29,626.83,30.72,35.12,157.27,166.43
2019-10-16,Western,1341.76,1215.99,34.02,44.06,34.47,73.11
2019-10-16,Southern,612.5,526.97,46.77,38.85,84.88,145.68
2019-10-16,Eastern,528.19,466.91,nan,nan,64.81,74.07
2019-10-16,NorthEastern,34.89,31.53,nan,nan,26.91,11.99
2019-10-17,Northern,711.29,628.69,30.72,35.17,157.27,164.31
2019-10-17,Western,1341.76,1236.71,34.02,44.1,34.47,83.78
2019-10-17,Southern,612.5,496.24,46.77,53.89,84.88,148.9
2019-10-17,Eastern,528.19,454.64,nan,nan,64.81,75.77
2019-10-17,NorthEastern,34.89,31.25,nan,nan,26.91,12.1
2019-10-18,Northern,711.29,583.54,30.72,35.14,157.27,162.9
2019-10-18,Western,1341.76,1238.35,34.02,44.05,34.47,74.22
2019-10-18,Southern,612.5,484.38,46.77,61.13,84.88,126.43
2019-10-18,Eastern,528.19,462.95,nan,nan,64.81,74.54
2019-10-18,NorthEastern,34.89,30.59,nan,nan,26.91,11.81
2019-10-19,Northern,713.94,570.67,30.72,35.17,157.27,161.63
2019-10-19,Western,1341.76,1203.2,34.02,44.13,34.47,67.49
2019-10-19,Southern,612.5,491.8,46.77,48.47,84.88,95.36
2019-10-19,Eastern,528.19,455.96,nan,nan,64.81,73.25
2019-10-19,NorthEastern,34.89,31.32,nan,nan,26.91,11.69
2019-10-20,Northern,711.29,542.82,30.72,35.28,157.27,159.31
2019-10-20,Western,1341.76,1151.99,34.02,44.17,34.47,60.55
2019-10-20,Southern,612.5,453.79,46.77,47.5,84.88,94.38
2019-10-20,Eastern,528.19,438.83,nan,nan,64.81,68.23
2019-10-20,NorthEastern,35.47,28.83,nan,nan,26.91,11.26
2019-10-21,Northern,711.29,532.82,30.72,35.35,157.27,160.46
2019-10-21,Western,1341.76,1143.61,34.02,44.13,34.47,76.54
2019-10-21,Southern,613.5,447.17,46.77,47.63,84.88,132.52
2019-10-21,Eastern,528.19,426.52,nan,nan,64.81,67.59
2019-10-21,NorthEastern,35.47,28.38,nan,nan,26.91,10.57
2019-10-22,Northern,714.33,523.8,30.72,35.17,157.27,155.74
2019-10-22,Western,1341.76,1168.27,34.02,44.17,34.47,82.66
2019-10-22,Southern,613.5,440.54,46.77,51.34,84.88,154.61
2019-10-22,Eastern,528.19,431.44,nan,nan,64.81,66.35
2019-10-22,NorthEastern,35.47,29.13,nan,nan,26.91,11.35
2019-10-23,Northern,714.33,527.15,30.72,34.16,157.27,158.47
2019-10-23,Western,1337.94,1142.78,34.02,44.1,34.47,77.66
2019-10-23,Southern,613.5,422.36,46.77,61.65,84.88,142.68
2019-10-23,Eastern,528.19,438.77,nan,nan,64.81,61.47
2019-10-23,NorthEastern,35.47,33.08,nan,nan,26.91,10.85
2019-10-24,Northern,714.33,524.94,30.72,35.43,157.27,155.07
2019-10-24,Western,1337.94,1103.6,34.02,44.21,34.47,72.36
2019-10-24,Southern,613.5,405.3,46.77,61.86,84.88,136.76
2019-10-24,Eastern,528.19,416.14,nan,nan,64.81,63.73
2019-10-24,NorthEastern,35.47,32.92,nan,nan,26.91,10.54
2019-10-25,Northern,714.26,533.61,30.72,32.58,157.27,152.57
2019-10-25,Western,1337.94,1060.1,34.02,44.18,34.47,69.99
2019-10-25,Southern,613.5,399.42,46.77,61.99,84.88,141.52
2019-10-25,Eastern,528.19,390.9,nan,nan,64.81,63.93
2019-10-25,NorthEastern,35.47,31.49,nan,nan,26.91,10.95
2019-10-26,Northern,714.26,513.71,30.72,30.62,157.27,150.46
2019-10-26,Western,1337.94,981.09,34.02,43.3,34.47,62.0
2019-10-26,Southern,603.7,376.55,46.77,61.16,84.88,150.03
2019-10-26,Eastern,528.19,372.94,nan,nan,64.81,64.09
2019-10-26,NorthEastern,35.47,29.52,nan,nan,26.91,15.42
